,Season,Seed,Team_Id,Team_Name
820,1999,X10,1275,Miami OH
821,2007,Y14,1275,Miami OH
822,1985,Z13,1298,Navy
823,1986,W07,1298,Navy
824,1987,W08,1298,Navy
825,1994,Z16,1298,Navy
826,1997,Z15,1298,Navy
827,1998,W16,1298,Navy
828,1985,Z14,1325,Ohio
829,1994,W12,1325,Ohio
830,2005,Z13,1325,Ohio
831,2010,Y14,1325,Ohio
832,2012,X13,1325,Ohio
833,1985,Z15,1292,MTSU
834,1987,W12,1292,MTSU
835,1989,Z13,1292,MTSU
836,2013,Y11a,1292,MTSU
837,2016,X15,1292,MTSU
838,1985,Z16,1192,F Dickinson
839,1988,X16,1192,F Dickinson
840,1998,W15,1192,F Dickinson
841,2005,X16,1192,F Dickinson
842,2016,W16a,1192,F Dickinson
843,1986,W03,1231,Indiana
844,1987,Y01,1231,Indiana
845,1988,W04,1231,Indiana
846,1989,X02,1231,Indiana
847,1990,W08,1231,Indiana
848,1991,X02,1231,Indiana
849,1992,X02,1231,Indiana
850,1993,X01,1231,Indiana
851,1994,W05,1231,Indiana
852,1995,X09,1231,Indiana
853,1996,Y06,1231,Indiana
854,1997,W08,1231,Indiana
855,1998,W07,1231,Indiana
856,1999,Y06,1231,Indiana
857,2000,W06,1231,Indiana
858,2001,X04,1231,Indiana
859,2002,Y05,1231,Indiana
860,2003,Y07,1231,Indiana
861,2006,X06,1231,Indiana
862,2007,Z07,1231,Indiana
863,2008,W08,1231,Indiana
864,2012,Y04,1231,Indiana
865,2013,W01,1231,Indiana
866,2015,Y10,1231,Indiana
867,2016,W05,1231,Indiana
868,1986,W05,1438,Virginia
869,1987,Z05,1438,Virginia
870,1989,Z05,1438,Virginia
871,1990,Y07,1438,Virginia
872,1991,Z07,1438,Virginia
873,1993,W06,1438,Virginia
874,1994,Z07,1438,Virginia
875,1995,Y04,1438,Virginia
876,1997,Z09,1438,Virginia
877,2001,Z05,1438,Virginia
878,2007,X04,1438,Virginia
879,2012,Z10,1438,Virginia
880,2014,W01,1438,Virginia
881,2015,W02,1438,Virginia
882,2016,X01,1438,Virginia
883,1986,W06,1386,St Joseph's PA
884,1997,Z04,1386,St Joseph's PA
885,2001,X09,1386,St Joseph's PA
886,2003,W07,1386,St Joseph's PA
887,2004,Y01,1386,St Joseph's PA
888,2008,W11,1386,St Joseph's PA
889,2014,W10,1386,St Joseph's PA
890,2016,Z08,1386,St Joseph's PA
891,1986,W09,1452,West Virginia
892,1987,W07,1452,West Virginia
893,1989,W07,1452,West Virginia
894,1992,W12,1452,West Virginia
895,1998,X10,1452,West Virginia
896,2005,W07,1452,West Virginia
897,2006,W06,1452,West Virginia
898,2008,Z07,1452,West Virginia
899,2009,Y06,1452,West Virginia
900,2010,W02,1452,West Virginia
901,2011,W05,1452,West Virginia
902,2012,W10,1452,West Virginia
903,2015,Y05,1452,West Virginia
904,2016,W03,1452,West Virginia
905,1986,W11,1350,Richmond
906,1988,W13,1350,Richmond
907,1990,W14,1350,Richmond
908,1991,W15,1350,Richmond
909,1998,W14,1350,Richmond
910,2004,Y11,1350,Richmond
911,2010,X07,1350,Richmond
912,2011,Z12,1350,Richmond
913,1986,W14,1156,Cleveland St
914,2009,Y13,1156,Cleveland St
915,1986,W15,1135,Brown
916,1986,W16,1290,MS Valley St
917,1992,Z16,1290,MS Valley St
918,1996,W15,1290,MS Valley St
919,2008,Z16,1290,MS Valley St
920,2012,Y16a,1290,MS Valley St
921,1986,X08,1239,Jacksonville
922,1986,X14,1114,Ark Little Rock
923,1989,Y13,1114,Ark Little Rock
924,1990,Z16,1114,Ark Little Rock
925,2011,Y16a,1114,Ark Little Rock
926,2016,X12,1114,Ark Little Rock
927,1986,X15,1103,Akron
928,2009,X13,1103,Akron
929,2011,Z15,1103,Akron
930,2013,X12,1103,Akron
931,1986,Y08,1443,WKU
932,1987,W10,1443,WKU
933,1993,Y07,1443,WKU
934,1994,Y11,1443,WKU
935,1995,Y08,1443,WKU
936,2001,Z14,1443,WKU
937,2002,X09,1443,WKU
938,2003,Z13,1443,WKU
939,2008,Z12,1443,WKU
940,2009,X12,1443,WKU
941,2012,Y16b,1443,WKU
942,2013,X16,1443,WKU
943,1986,Y09,1304,Nebraska
944,1991,Y03,1304,Nebraska
945,1992,Z08,1304,Nebraska
946,1993,W10,1304,Nebraska
947,1994,W06,1304,Nebraska
948,1998,X11,1304,Nebraska
949,2014,Z11,1304,Nebraska
950,1986,Y12,1462,Xavier
951,1987,Y13,1462,Xavier
952,1988,X11,1462,Xavier
953,1989,Z14,1462,Xavier
954,1990,X06,1462,Xavier
955,1991,Y14,1462,Xavier
956,1993,X09,1462,Xavier
957,1995,Z11,1462,Xavier
958,1997,Y07,1462,Xavier
959,1998,W06,1462,Xavier
960,2001,Y11,1462,Xavier
961,2002,Z07,1462,Xavier
962,2003,X03,1462,Xavier
963,2004,W07,1462,Xavier
964,2006,X14,1462,Xavier
965,2007,X09,1462,Xavier
966,2008,Z03,1462,Xavier
967,2009,W04,1462,Xavier
968,2010,Z06,1462,Xavier
969,2011,W06,1462,Xavier
970,2012,Y10,1462,Xavier
971,2014,Y12b,1462,Xavier
972,2015,Z06,1462,Xavier
973,2016,W02,1462,Xavier
974,1986,Y13,1193,Fairfield
975,1987,Y16,1193,Fairfield
976,1997,W16,1193,Fairfield
977,1986,Y14,1123,Ball St
978,1989,Y09,1123,Ball St
979,1990,Z12,1123,Ball St
980,1993,X15,1123,Ball St
981,1995,Z12,1123,Ball St
982,2000,Y11,1123,Ball St
983,1986,Y15,1265,Marist
984,1987,Z14,1265,Marist
985,1986,Y16,1172,Davidson
986,1998,Z14,1172,Davidson
987,2002,Z13,1172,Davidson
988,2006,Y15,1172,Davidson
989,2007,Y13,1172,Davidson
990,2008,X10,1172,Davidson
991,2012,Z13,1172,Davidson
992,2013,W14,1172,Davidson
993,2015,X10,1172,Davidson
994,1986,Z02,1257,Louisville
995,1988,Y05,1257,Louisville
996,1989,Y04,1257,Louisville
997,1990,Z04,1257,Louisville
998,1992,X08,1257,Louisville
999,1993,X04,1257,Louisville
1000,1994,Z03,1257,Louisville
1001,1995,Y11,1257,Louisville
1002,1996,X06,1257,Louisville
1003,1997,W06,1257,Louisville
1004,1999,Y07,1257,Louisville
1005,2000,Z07,1257,Louisville
1006,2003,W04,1257,Louisville
1007,2004,W10,1257,Louisville
1008,2005,W04,1257,Louisville
1009,2007,X06,1257,Louisville
1010,2008,W03,1257,Louisville
1011,2009,Y01,1257,Louisville
1012,2010,X09,1257,Louisville
1013,2011,Z04,1257,Louisville
1014,2012,Z04,1257,Louisville
1015,2013,Y01,1257,Louisville
1016,2014,Y04,1257,Louisville
1017,2015,W04,1257,Louisville
1018,1986,Z07,1133,Bradley
1019,1988,Y09,1133,Bradley
1020,1996,W08,1133,Bradley
1021,2006,X13,1133,Bradley
1022,1986,Z11,1281,Missouri
1023,1987,Y04,1281,Missouri
1024,1988,W06,1281,Missouri
1025,1989,Y03,1281,Missouri
1026,1990,Y03,1281,Missouri
1027,1992,W05,1281,Missouri
1028,1993,Z10,1281,Missouri
1029,1994,Z01,1281,Missouri
1030,1995,X08,1281,Missouri
1031,1999,Z08,1281,Missouri
1032,2000,X09,1281,Missouri
1033,2001,W09,1281,Missouri
1034,2002,Z12,1281,Missouri
1035,2003,Y06,1281,Missouri
1036,2009,Z03,1281,Missouri
1037,2010,W10,1281,Missouri
1038,2011,X11,1281,Missouri
1039,2012,Z02,1281,Missouri
1040,2013,Y09,1281,Missouri
1041,1986,Z13,1419,ULM
1042,1990,X15,1419,ULM
1043,1991,Y15,1419,ULM
1044,1992,Y15,1419,ULM
1045,1993,Y13,1419,ULM
1046,1996,X15,1419,ULM
1047,1986,Z14,1428,Utah
1048,1991,Z04,1428,Utah
1049,1993,Y08,1428,Utah
1050,1995,X04,1428,Utah
1051,1996,X04,1428,Utah
1052,1997,Z02,1428,Utah
1053,1998,X03,1428,Utah
1054,1999,X02,1428,Utah
1055,2000,Y08,1428,Utah
1056,2002,Y12,1428,Utah
1057,2003,Y09,1428,Utah
1058,2004,Z11,1428,Utah
1059,2005,Y06,1428,Utah
1060,2009,Y05,1428,Utah
1061,2015,X05,1428,Utah
1062,2016,X03,1428,Utah
1063,1986,Z15,1180,Drexel
1064,1994,W13,1180,Drexel
1065,1995,W13,1180,Drexel
1066,1996,Z12,1180,Drexel
1067,1986,Z16,1286,Montana St
1068,1996,Z13,1286,Montana St
1069,1987,W04,1395,TCU
1070,1998,Y05,1395,TCU
1071,1987,W06,1196,Florida
1072,1988,Z06,1196,Florida
1073,1989,Y07,1196,Florida
1074,1994,W03,1196,Florida
1075,1995,Z10,1196,Florida
1076,1999,Z06,1196,Florida
1077,2000,W05,1196,Florida
1078,2001,Z03,1196,Florida
1079,2002,X05,1196,Florida
1080,2003,X02,1196,Florida
1081,2004,Y05,1196,Florida
1082,2005,Z04,1196,Florida
1083,2006,Y03,1196,Florida
1084,2007,Y01,1196,Florida
1085,2010,Z10,1196,Florida
1086,2011,Y02,1196,Florida
1087,2012,Z07,1196,Florida
1088,2013,X03,1196,Florida
1089,2014,X01,1196,Florida
1090,1987,W15,1204,Ga Southern
1091,1992,Z15,1204,Ga Southern
1092,1987,X04,1155,Clemson
1093,1989,X09,1155,Clemson
1094,1990,W05,1155,Clemson
1095,1996,Z09,1155,Clemson
1096,1997,Y04,1155,Clemson
1097,1998,Y06,1155,Clemson
1098,2008,X05,1155,Clemson
1099,2009,X07,1155,Clemson
1100,2010,W07,1155,Clemson
1101,2011,W12a,1155,Clemson
1102,1987,X06,1344,Providence
1103,1989,Z12,1344,Providence
1104,1990,Z09,1344,Providence
1105,1994,X08,1344,Providence
1106,1997,X10,1344,Providence
1107,2001,Z10,1344,Providence
1108,2004,Z05,1344,Providence
1109,2014,W11,1344,Providence
1110,2015,W06,1344,Providence
1111,2016,W09,1344,Providence
1112,1987,X07,1309,New Orleans
1113,1991,X14,1309,New Orleans
1114,1993,X08,1309,New Orleans
1115,1996,W11,1309,New Orleans
1116,1987,X10,1140,BYU
1117,1988,Y04,1140,BYU
1118,1990,W12,1140,BYU
1119,1991,Z10,1140,BYU
1120,1992,X10,1140,BYU
1121,1993,X07,1140,BYU
1122,1995,Z08,1140,BYU
1123,2001,X12,1140,BYU
1124,2003,X12,1140,BYU
1125,2004,X12,1140,BYU
1126,2007,X08,1140,BYU
1127,2008,Z08,1140,BYU
1128,2009,Z08,1140,BYU
1129,2010,Z07,1140,BYU
1130,2011,Y03,1140,BYU
1131,2012,Z14a,1140,BYU
1132,2014,Z10,1140,BYU
1133,2015,Z11a,1140,BYU
1134,1987,X12,1222,Houston
1135,1990,Y08,1222,Houston
1136,1992,Y10,1222,Houston
1137,2010,Y13,1222,Houston
1138,1987,X13,1283,Missouri St
1139,1988,Z13,1283,Missouri St
1140,1989,X14,1283,Missouri St
1141,1990,X09,1283,Missouri St
1142,1992,Y12,1283,Missouri St
1143,1999,W12,1283,Missouri St
1144,1987,X14,1122,Austin Peay
1145,1996,Y14,1122,Austin Peay
1146,2003,W13,1122,Austin Peay
1147,2008,Y15,1122,Austin Peay
1148,2016,Y16,1122,Austin Peay
1149,1987,X16,1137,Bucknell
1150,1989,Y15,1137,Bucknell
1151,2005,Z14,1137,Bucknell
1152,2006,X09,1137,Bucknell
1153,2011,X14,1137,Bucknell
1154,2013,W11,1137,Bucknell
1155,1987,Y09,1360,San Diego
1156,2003,X13,1360,San Diego
1157,2008,Z13,1360,San Diego
1158,1987,Y12,1401,Texas A&M
1159,2006,W12,1401,Texas A&M
1160,2007,X03,1401,Texas A&M
1161,2008,Z09,1401,Texas A&M
1162,2009,Z09,1401,Texas A&M
1163,2010,X05,1401,Texas A&M
1164,2011,Z07,1401,Texas A&M
1165,2016,Z03,1401,Texas A&M
1166,1987,Z04,1417,UCLA
1167,1989,Z07,1417,UCLA
1168,1990,W07,1417,UCLA
1169,1991,W04,1417,UCLA
1170,1992,X01,1417,UCLA
1171,1993,Z09,1417,UCLA
1172,1994,Y05,1417,UCLA
1173,1995,X01,1417,UCLA
1174,1996,Y04,1417,UCLA
1175,1997,Y02,1417,UCLA
1176,1998,Z06,1417,UCLA
1177,1999,Y05,1417,UCLA
1178,2000,Y06,1417,UCLA
1179,2001,W04,1417,UCLA
1180,2002,Z08,1417,UCLA
1181,2005,W11,1417,UCLA
1182,2006,X02,1417,UCLA
1183,2007,Z02,1417,UCLA
1184,2008,Z01,1417,UCLA
1185,2009,W06,1417,UCLA
1186,2011,Y07,1417,UCLA
1187,2013,X06,1417,UCLA
1188,2014,X04,1417,UCLA
1189,2015,X11,1417,UCLA
1190,1987,Z09,1243,Kansas St
1191,1988,X04,1243,Kansas St
1192,1989,W06,1243,Kansas St
1193,1990,X11,1243,Kansas St
1194,1993,Y06,1243,Kansas St
1195,1996,W10,1243,Kansas St
1196,2008,X11,1243,Kansas St
1197,2010,Z02,1243,Kansas St
1198,2011,Y05,1243,Kansas St
1199,2012,W08,1243,Kansas St
1200,2013,Z04,1243,Kansas St
1201,2014,Y09,1243,Kansas St
1202,1987,Z12,1461,Wyoming
1203,1988,Z07,1461,Wyoming
1204,2002,Z11,1461,Wyoming
1205,2015,W12,1461,Wyoming
1206,1987,Z13,1141,C Michigan
1207,2003,Z11,1141,C Michigan
1208,1987,Z15,1365,Santa Clara
1209,1993,Z15,1365,Santa Clara
1210,1995,X12,1365,Santa Clara
1211,1996,Z10,1365,Santa Clara
1212,1987,Z16,1226,Idaho St
1213,1988,W11,1348,Rhode Island
1214,1993,W08,1348,Rhode Island
1215,1997,X09,1348,Rhode Island
1216,1998,Y08,1348,Rhode Island
1217,1999,X12,1348,Rhode Island
1218,1988,W15,1131,Boston Univ
1219,1990,W16,1131,Boston Univ
1220,1997,Y12,1131,Boston Univ
1221,2002,Z16,1131,Boston Univ
1222,2011,Z16,1131,Boston Univ
1223,1988,X07,1435,Vanderbilt
1224,1989,W08,1435,Vanderbilt
1225,1991,Z09,1435,Vanderbilt
1226,1993,Z03,1435,Vanderbilt
1227,1997,Y10,1435,Vanderbilt
1228,2004,X06,1435,Vanderbilt
1229,2007,W06,1435,Vanderbilt
1230,2008,X04,1435,Vanderbilt
1231,2010,Z04,1435,Vanderbilt
1232,2011,Z05,1435,Vanderbilt
1233,2012,W05,1435,Vanderbilt
1234,2016,Y11a,1435,Vanderbilt
1235,1988,X08,1124,Baylor
1236,2008,Z11,1124,Baylor
1237,2010,X03,1124,Baylor
1238,2012,Y03,1124,Baylor
1239,2014,Z06,1124,Baylor
1240,2015,Z03,1124,Baylor
1241,2016,Z05,1124,Baylor
1242,1988,X10,1429,Utah St
1243,1998,X13,1429,Utah St
1244,2000,X12,1429,Utah St
1245,2001,W12,1429,Utah St
1246,2003,Z15,1429,Utah St
1247,2005,X14,1429,Utah St
1248,2006,Z12,1429,Utah St
1249,2009,Z11,1429,Utah St
1250,2010,X12,1429,Utah St
1251,2011,Y12,1429,Utah St
1252,1988,X13,1247,La Salle
1253,1989,Z08,1247,La Salle
1254,1990,W04,1247,La Salle
1255,1992,W13,1247,La Salle
1256,2013,Z13b,1247,La Salle
1257,1988,X14,1293,Murray St
1258,1990,Y16,1293,Murray St
1259,1991,X13,1293,Murray St
1260,1992,Y14,1293,Murray St
1261,1995,Z15,1293,Murray St
1262,1997,X15,1293,Murray St
1263,1998,Y09,1293,Murray St
1264,1999,Y13,1293,Murray St
1265,2002,W14,1293,Murray St
1266,2004,W12,1293,Murray St
1267,2006,Z14,1293,Murray St
1268,2010,Z13,1293,Murray St
1269,2012,Z06,1293,Murray St
1270,1988,X15,1185,E Michigan
1271,1991,W12,1185,E Michigan
1272,1996,Y09,1185,E Michigan
1273,1998,W13,1185,E Michigan
1274,1988,Y10,1364,Santa Barbara
1275,1990,Y09,1364,Santa Barbara
1276,2002,Z14,1364,Santa Barbara
1277,2010,Y15,1364,Santa Barbara
1278,2011,Y15,1364,Santa Barbara
1279,1988,Y13,1150,Charlotte
1280,1992,W07,1150,Charlotte
1281,1995,W07,1150,Charlotte
1282,1997,Z07,1150,Charlotte
1283,1998,W08,1150,Charlotte
1284,1999,X05,1150,Charlotte
1285,2001,Y09,1150,Charlotte
1286,2002,Y09,1150,Charlotte
1287,2004,Y09,1150,Charlotte
1288,2005,Z07,1150,Charlotte
1289,1988,Y14,1427,UT San Antonio
1290,1999,Z16,1427,UT San Antonio
1291,2004,X16,1427,UT San Antonio
1292,2011,W16b,1427,UT San Antonio
1293,1988,Y16,1151,Chattanooga
1294,1993,Y12,1151,Chattanooga
1295,1994,X13,1151,Chattanooga
1296,1995,X15,1151,Chattanooga
1297,1997,X14,1151,Chattanooga
1298,2005,W15,1151,Chattanooga
1299,2009,Z16,1151,Chattanooga
1300,2016,W12,1151,Chattanooga
1301,1988,Z08,1371,Seton Hall
1302,1989,X03,1371,Seton Hall
1303,1991,Z03,1371,Seton Hall
1304,1992,W04,1371,Seton Hall
1305,1993,Y02,1371,Seton Hall
1306,1994,X10,1371,Seton Hall
1307,2000,W10,1371,Seton Hall
1308,2004,W08,1371,Seton Hall
1309,2006,Z10,1371,Seton Hall
1310,2016,X06,1371,Seton Hall
1311,1988,Z10,1258,Loy Marymount
1312,1989,Y12,1258,Loy Marymount
1313,1990,Z11,1258,Loy Marymount
1314,1988,Z12,1199,Florida St
1315,1989,Z04,1199,Florida St
1316,1991,X07,1199,Florida St
1317,1992,X03,1199,Florida St
1318,1993,Y03,1199,Florida St
1319,1998,Y12,1199,Florida St
1320,2009,W05,1199,Florida St
1321,2010,Z09,1199,Florida St
1322,2011,Z10,1199,Florida St
1323,2012,W03,1199,Florida St
1324,1988,Z14,1129,Boise St
1325,1993,Z14,1129,Boise St
1326,1994,Z14,1129,Boise St
1327,2008,W14,1129,Boise St
1328,2013,Z13a,1129,Boise St
1329,2015,W11a,1129,Boise St
1330,1988,Z15,1317,North Texas
1331,2007,X15,1317,North Texas
1332,2010,Z15,1317,North Texas
1333,1988,Z16,1165,Cornell
1334,2008,Y14,1165,Cornell
1335,2009,Z14,1165,Cornell
1336,2010,W12,1165,Cornell
1337,1989,W03,1390,Stanford
1338,1992,Z12,1390,Stanford
1339,1995,W10,1390,Stanford
1340,1996,W09,1390,Stanford
1341,1997,Z06,1390,Stanford
1342,1998,Y03,1390,Stanford
1343,1999,Z02,1390,Stanford
1344,2000,X01,1390,Stanford
1345,2001,X01,1390,Stanford
1346,2002,X08,1390,Stanford
1347,2003,X04,1390,Stanford
1348,2004,X01,1390,Stanford
1349,2005,Y08,1390,Stanford
1350,2007,X11,1390,Stanford
1351,2008,Y03,1390,Stanford
1352,2014,X10,1390,Stanford
1353,1989,W10,1397,Tennessee
1354,1998,X08,1397,Tennessee
1355,1999,W04,1397,Tennessee
1356,2000,X04,1397,Tennessee
1357,2001,Y08,1397,Tennessee
1358,2006,Z02,1397,Tennessee
1359,2007,X05,1397,Tennessee
1360,2008,W02,1397,Tennessee
1361,2009,W09,1397,Tennessee
1362,2010,Y06,1397,Tennessee
1363,2011,X09,1397,Tennessee
1364,2014,Y11b,1397,Tennessee
1365,1989,W11,1278,Minnesota
1366,1990,Y06,1278,Minnesota
1367,1994,Z06,1278,Minnesota
1368,1995,W08,1278,Minnesota
1369,1997,Y01,1278,Minnesota
1370,1999,Z07,1278,Minnesota
1371,2005,Z08,1278,Minnesota
1372,2009,W10,1278,Minnesota
1373,2010,Z11,1278,Minnesota
1374,2013,X11,1278,Minnesota
1375,1989,W12,1376,South Carolina
1376,1997,W02,1376,South Carolina
1377,1998,W03,1376,South Carolina
1378,2004,Y10,1376,South Carolina
1379,1989,W13,1353,Rutgers
1380,1991,X09,1353,Rutgers
1381,1989,W14,1373,Siena
1382,1999,Z13,1373,Siena
1383,2002,W16b,1373,Siena
1384,2008,X13,1373,Siena
1385,2009,Y09,1373,Siena
1386,2010,X13,1373,Siena
1387,1989,W15,1354,S Carolina St
1388,1996,Z15,1354,S Carolina St
1389,1998,Z15,1354,S Carolina St
1390,2000,X16,1354,S Carolina St
1391,2003,W16,1354,S Carolina St
1392,1989,W16,1343,Princeton
1393,1990,X13,1343,Princeton
1394,1991,W08,1343,Princeton
1395,1992,W11,1343,Princeton
1396,1996,Y13,1343,Princeton
1397,1997,W12,1343,Princeton
1398,1998,W05,1343,Princeton
1399,2001,Z15,1343,Princeton
1400,2004,W14,1343,Princeton
1401,2011,W13,1343,Princeton
1402,1989,X08,1388,St Mary's CA
1403,1997,Z14,1388,St Mary's CA
1404,2005,X10,1388,St Mary's CA
1405,2008,Y10,1388,St Mary's CA
1406,2010,X10,1388,St Mary's CA
1407,2012,X07,1388,St Mary's CA
1408,2013,Y11b,1388,St Mary's CA
1409,1989,X11,1191,Evansville
1410,1992,Y08,1191,Evansville
1411,1993,Y14,1191,Evansville
1412,1999,X11,1191,Evansville
1413,1989,X13,1225,Idaho
1414,1990,Z13,1225,Idaho
1415,1989,X15,1206,George Mason
1416,1999,W14,1206,George Mason
1417,2001,X14,1206,George Mason
1418,2006,Z11,1206,George Mason
1419,2008,W12,1206,George Mason
1420,2011,W08,1206,George Mason
1421,1989,X16,1352,Robert Morris
1422,1990,W15,1352,Robert Morris
1423,1992,X16,1352,Robert Morris
1424,2009,Y15,1352,Robert Morris
1425,2010,X15,1352,Robert Morris
1426,2015,X16b,1352,Robert Morris
1427,1989,Y10,1161,Colorado St
1428,1990,Z10,1161,Colorado St
1429,2003,Z14,1161,Colorado St
1430,2012,Z11,1161,Colorado St
1431,2013,Y08,1161,Colorado St
1432,1989,Y11,1400,Texas
1433,1990,X10,1400,Texas
1434,1991,Y05,1400,Texas
1435,1992,W08,1400,Texas
1436,1994,Y06,1400,Texas
1437,1995,X11,1400,Texas
1438,1996,X10,1400,Texas
1439,1997,W10,1400,Texas
1440,1999,W07,1400,Texas
1441,2000,Z05,1400,Texas
1442,2001,Z06,1400,Texas
1443,2002,X06,1400,Texas
1444,2003,X01,1400,Texas
1445,2004,W03,1400,Texas
1446,2005,X08,1400,Texas
1447,2006,W02,1400,Texas
1448,2007,W04,1400,Texas
1449,2008,Y02,1400,Texas
1450,2009,W07,1400,Texas
1451,2010,W08,1400,Texas
1452,2011,X04,1400,Texas
1453,2012,W11,1400,Texas
1454,2014,Y07,1400,Texas
1455,2015,Y11,1400,Texas
1456,2016,Z06,1400,Texas
1457,1989,Y14,1166,Creighton
1458,1991,Z11,1166,Creighton
1459,1999,Y10,1166,Creighton
1460,2000,Y10,1166,Creighton
1461,2001,W10,1166,Creighton
1462,2002,X12,1166,Creighton
1463,2003,Z06,1166,Creighton
1464,2005,W10,1166,Creighton
1465,2007,X10,1166,Creighton
1466,2012,X08,1166,Creighton
1467,2013,Y07,1166,Creighton
1468,2014,Z03,1166,Creighton
1469,1989,Y16,1270,McNeese St
1470,2002,X14,1270,McNeese St
1471,1989,Z11,1375,South Alabama
1472,1991,Z13,1375,South Alabama
1473,1997,X13,1375,South Alabama
1474,1998,X12,1375,South Alabama
1475,2006,Y14,1375,South Alabama
1476,2008,W10,1375,South Alabama
1477,1989,Z16,1190,ETSU
1478,1990,Y13,1190,ETSU
1479,1991,Y10,1190,ETSU
1480,1992,Z14,1190,ETSU
1481,2003,W15,1190,ETSU
1482,2004,W13,1190,ETSU
1483,2009,W16,1190,ETSU
1484,2010,W16,1190,ETSU
1485,1990,W01,1163,Connecticut
1486,1991,Y11,1163,Connecticut
1487,1992,Z09,1163,Connecticut
1488,1994,W02,1163,Connecticut
1489,1995,X02,1163,Connecticut
1490,1996,Y01,1163,Connecticut
1491,1998,W02,1163,Connecticut
1492,1999,Z01,1163,Connecticut
1493,2000,X05,1163,Connecticut
1494,2002,W02,1163,Connecticut
1495,2003,X05,1163,Connecticut
1496,2004,X02,1163,Connecticut
1497,2005,Z02,1163,Connecticut
1498,2006,Z01,1163,Connecticut
1499,2008,Z04,1163,Connecticut
1500,2009,Z01,1163,Connecticut
1501,2011,X03,1163,Connecticut
1502,2012,Y09,1163,Connecticut
1503,2014,W07,1163,Connecticut
1504,2016,Y09,1163,Connecticut
1505,1990,W09,1143,California
1506,1993,X06,1143,California
1507,1994,Z05,1143,California
1508,1996,X12,1143,California
1509,1997,W05,1143,California
1510,2001,Z08,1143,California
1511,2002,Y06,1143,California
1512,2003,W08,1143,California
1513,2006,W07,1143,California
1514,2009,Z07,1143,California
1515,2010,X08,1143,California
1516,2012,X12a,1143,California
1517,2013,W12,1143,California
1518,2016,Y04,1143,California
1519,1990,W13,1379,Southern Miss
1520,1991,W11,1379,Southern Miss
1521,2012,W09,1379,Southern Miss
1522,1990,X14,1411,TX Southern
1523,1994,X15,1411,TX Southern
1524,1995,Y15,1411,TX Southern
1525,2003,X16a,1411,TX Southern
1526,2014,Y16b,1411,TX Southern
1527,2015,Z15,1411,TX Southern
1528,1990,X16,1406,Towson
1529,1991,Y16,1406,Towson
1530,1990,Y14,1320,Northern Iowa
1531,2004,Z14,1320,Northern Iowa
1532,2005,Z11,1320,Northern Iowa
1533,2006,Y10,1320,Northern Iowa
1534,2009,Z12,1320,Northern Iowa
1535,2010,Y09,1320,Northern Iowa
1536,2015,W05,1320,Northern Iowa
1537,2016,Z11,1320,Northern Iowa
1538,1990,Y15,1164,Coppin St
1539,1993,W15,1164,Coppin St
1540,1997,W15,1164,Coppin St
1541,2008,W16a,1164,Coppin St
1542,1990,Z06,1308,New Mexico St
1543,1991,Z06,1308,New Mexico St
1544,1992,X12,1308,New Mexico St
1545,1993,W07,1308,New Mexico St
1546,1994,Y13,1308,New Mexico St
1547,1999,X14,1308,New Mexico St
1548,2007,W13,1308,New Mexico St
1549,2010,Y12,1308,New Mexico St
1550,2012,Y13,1308,New Mexico St
1551,2013,Y13,1308,New Mexico St
1552,2014,Z13,1308,New Mexico St
1553,2015,Y15,1308,New Mexico St
1554,1990,Z15,1378,South Florida
1555,1992,X11,1378,South Florida
1556,2012,X12b,1378,South Florida
1557,1991,W03,1329,Oklahoma St
1558,1992,Z02,1329,Oklahoma St
1559,1993,X05,1329,Oklahoma St
1560,1994,Y04,1329,Oklahoma St
1561,1995,W04,1329,Oklahoma St
1562,1998,Z08,1329,Oklahoma St
1563,1999,Y09,1329,Oklahoma St
1564,2000,W03,1329,Oklahoma St
1565,2001,W11,1329,Oklahoma St
1566,2002,Y07,1329,Oklahoma St
1567,2003,W06,1329,Oklahoma St
1568,2004,Y02,1329,Oklahoma St
1569,2005,X02,1329,Oklahoma St
1570,2009,W08,1329,Oklahoma St
1571,2010,Y07,1329,Oklahoma St
1572,2013,Y05,1329,Oklahoma St
1573,2014,Z09,1329,Oklahoma St
1574,2015,Z09,1329,Oklahoma St
1575,1991,W05,1280,Mississippi St
1576,1995,X05,1280,Mississippi St
1577,1996,Y05,1280,Mississippi St
1578,2002,X03,1280,Mississippi St
1579,2003,W05,1280,Mississippi St
1580,2004,W02,1280,Mississippi St
1581,2005,Y09,1280,Mississippi St
1582,2008,Y08,1280,Mississippi St
1583,2009,Z13,1280,Mississippi St
1584,1991,W13,1336,Penn St
1585,1996,W05,1336,Penn St
1586,2001,Z07,1336,Penn St
1587,2011,X10,1336,Penn St
1588,1991,W14,1307,New Mexico
1589,1993,Z05,1307,New Mexico
1590,1994,Z10,1307,New Mexico
1591,1996,W07,1307,New Mexico
1592,1997,W03,1307,New Mexico
1593,1998,Z04,1307,New Mexico
1594,1999,Z09,1307,New Mexico
1595,2005,Z12,1307,New Mexico
1596,2010,W03,1307,New Mexico
1597,2012,Z05,1307,New Mexico
1598,2013,Z03,1307,New Mexico
1599,2014,X07,1307,New Mexico
1600,1991,X05,1448,Wake Forest
1601,1992,X09,1448,Wake Forest
1602,1993,Y05,1448,Wake Forest
1603,1994,X05,1448,Wake Forest
