School,team_id,Year,FR,SO,JR,SR,GR,NONE,MCD
South Carolina State,1354,2017,5,2,4,3,0,1,0
South Carolina Upstate,1367,2015,3,5,2,3,0,0,0
South Carolina Upstate,1367,2013,0,5,5,1,0,0,0
South Carolina Upstate,1367,2012,5,5,1,2,0,0,0
South Carolina Upstate,1367,2014,3,1,3,4,0,0,0
South Carolina Upstate,1367,2011,6,1,2,2,0,0,0
South Carolina Upstate,1367,2016,6,2,5,1,0,0,0
South Carolina Upstate,1367,2017,2,6,2,2,0,0,0
South Dakota,1377,2013,3,2,4,2,0,0,0
South Dakota,1377,2011,4,3,4,2,0,0,0
South Dakota,1377,2016,4,3,2,5,0,0,0
South Dakota,1377,2012,4,3,3,3,0,0,0
South Dakota,1377,2015,2,0,7,3,0,0,0
South Dakota,1377,2014,0,5,3,3,0,0,0
South Dakota,1377,2017,3,5,4,1,0,0,0
South Dakota State,1355,2015,5,3,6,1,0,0,0
South Dakota State,1355,2009,2,5,3,2,0,0,0
South Dakota State,1355,2013,4,2,4,2,0,0,0
South Dakota State,1355,2014,4,2,2,4,0,0,0
South Dakota State,1355,2012,3,4,2,1,0,0,0
South Dakota State,1355,2011,4,2,3,3,0,0,0
South Dakota State,1355,2010,4,3,5,3,0,2,0
South Dakota State,1355,2016,3,5,1,5,0,0,0
South Dakota State,1355,2017,4,3,5,2,0,0,0
South Florida,1378,2007,4,4,1,5,0,0,0
South Florida,1378,2016,2,5,2,3,0,0,0
South Florida,1378,2010,4,3,2,4,0,0,0
South Florida,1378,2005,2,2,3,4,0,0,0
South Florida,1378,2012,1,3,4,4,0,0,0
South Florida,1378,2009,7,1,3,3,0,0,0
South Florida,1378,2003,4,4,2,2,0,0,0
South Florida,1378,2002,5,2,3,3,0,0,0
South Florida,1378,2014,3,3,4,2,0,0,0
South Florida,1378,2008,4,3,3,3,0,0,0
South Florida,1378,2013,3,2,2,6,0,0,0
South Florida,1378,2004,4,1,5,2,0,0,0
South Florida,1378,2015,6,1,3,1,0,0,0
South Florida,1378,2006,4,1,5,2,0,0,0
South Florida,1378,2011,1,4,5,2,0,0,0
South Florida,1378,2017,4,3,5,0,0,1,0
Southeast Missouri State,1369,2007,6,0,4,3,0,0,0
Southeast Missouri State,1369,2011,2,2,5,3,0,0,0
Southeast Missouri State,1369,2008,4,5,3,3,0,0,0
Southeast Missouri State,1369,2003,4,4,3,2,0,0,0
Southeast Missouri State,1369,2005,1,2,3,5,0,0,0
Southeast Missouri State,1369,2013,4,1,4,3,0,0,0
Southeast Missouri State,1369,2012,2,3,3,5,0,0,0
Southeast Missouri State,1369,2004,3,3,5,3,0,0,0
Southeast Missouri State,1369,2010,4,2,5,3,0,0,0
Southeast Missouri State,1369,2015,5,1,2,6,0,0,0
Southeast Missouri State,1369,2016,5,3,4,1,0,0,0
Southeast Missouri State,1369,2002,4,4,5,1,0,0,0
Southeast Missouri State,1369,2009,3,1,5,2,0,0,0
Southeast Missouri State,1369,2006,2,1,5,3,0,0,0
Southeast Missouri State,1369,2014,4,1,6,2,0,0,0
Southeast Missouri State,1369,2017,3,1,5,5,0,0,0
Southeastern Louisiana,1368,2006,3,1,5,5,0,0,0
Southeastern Louisiana,1368,2008,4,4,1,3,0,0,0
Southeastern Louisiana,1368,2013,1,1,5,3,1,0,0
Southeastern Louisiana,1368,2009,4,3,5,2,0,0,0
Southeastern Louisiana,1368,2016,3,2,5,4,0,0,0
Southeastern Louisiana,1368,2012,2,4,5,3,0,0,0
Southeastern Louisiana,1368,2015,4,1,4,2,1,0,0
Southeastern Louisiana,1368,2003,4,3,6,2,0,0,0
Southeastern Louisiana,1368,2011,3,2,3,5,0,0,0
Southeastern Louisiana,1368,2004,3,3,3,4,0,0,0
Southeastern Louisiana,1368,2002,2,4,2,4,0,0,0
Southeastern Louisiana,1368,2014,3,0,5,4,0,0,0
Southeastern Louisiana,1368,2010,2,4,6,2,0,0,0
Southeastern Louisiana,1368,2005,6,3,2,3,0,0,0
Southeastern Louisiana,1368,2007,3,1,3,6,0,0,0
Southeastern Louisiana,1368,2017,2,3,4,4,0,0,0
Southern,1380,2015,4,3,3,5,0,0,1
Southern,1380,2007,4,4,5,1,0,0,0
Southern,1380,2003,0,7,1,4,0,0,0
Southern,1380,2014,2,1,4,5,0,0,0
Southern,1380,2002,6,0,4,3,0,0,0
Southern,1380,2005,0,1,5,7,0,0,0
Southern,1380,2016,0,4,6,3,0,0,1
Southern,1380,2004,3,2,8,1,0,0,0
Southern,1380,2010,4,1,7,3,0,1,0
Southern,1380,2008,4,2,5,3,0,0,0
Southern,1380,2013,0,4,3,4,0,0,0
Southern,1380,2011,6,2,4,2,0,0,0
Southern,1380,2009,1,5,8,2,0,0,0
Southern,1380,2012,2,4,3,2,0,0,0
Southern,1380,2006,3,3,3,3,0,0,0
Southern,1380,2017,3,0,7,4,0,0,1
Southern California,1425,2004,5,1,6,3,0,0,0
Southern California,1425,2015,4,7,2,0,0,0,0
Southern California,1425,2007,6,3,3,3,0,0,0
Southern California,1425,2016,2,4,5,1,0,0,0
Southern California,1425,2012,3,5,4,1,0,0,0
Southern California,1425,2006,8,4,2,1,0,0,0
Southern California,1425,2013,3,1,6,6,0,0,0
Southern California,1425,2010,2,4,5,3,0,0,0
Southern California,1425,2003,2,8,4,3,0,0,0
Southern California,1425,2008,6,5,3,0,0,0,1
Southern California,1425,2011,5,1,4,3,0,0,0
Southern California,1425,2002,4,6,2,4,0,0,0
Southern California,1425,2005,6,2,3,5,0,0,0
Southern California,1425,2009,6,4,3,3,0,0,1
Southern California,1425,2014,6,3,1,5,0,0,0
Southern California,1425,2017,4,4,3,2,0,0,0
Southern Illinois,1356,2011,3,2,3,5,0,0,0
Southern Illinois,1356,2012,5,2,4,2,0,0,0
Southern Illinois,1356,2002,2,2,5,4,0,0,0
Southern Illinois,1356,2009,5,2,2,3,0,0,0
Southern Illinois,1356,2004,3,0,4,4,0,0,0
Southern Illinois,1356,2008,2,3,3,4,0,0,0
Southern Illinois,1356,2016,4,0,8,3,0,0,0
Southern Illinois,1356,2010,4,3,5,1,0,0,0
Southern Illinois,1356,2005,4,4,0,4,0,0,0
Southern Illinois,1356,2015,6,3,4,1,0,0,0
Southern Illinois,1356,2007,2,3,5,4,0,0,0
Southern Illinois,1356,2013,3,4,3,4,0,0,0
Southern Illinois,1356,2014,4,3,3,4,0,0,0
Southern Illinois,1356,2003,2,3,3,5,0,0,0
Southern Illinois,1356,2006,3,4,3,2,0,0,0
Southern Illinois,1356,2017,3,4,3,3,0,0,0
Southern Illinois-Edwardsville,1188,2013,0,6,2,5,0,0,0
Southern Illinois-Edwardsville,1188,2016,1,3,3,5,0,0,0
Southern Illinois-Edwardsville,1188,2015,3,0,5,4,0,0,0
Southern Illinois-Edwardsville,1188,2014,0,2,8,3,0,0,0
Southern Illinois-Edwardsville,1188,2012,4,1,5,3,0,0,0
Southern Illinois-Edwardsville,1188,2011,2,2,7,4,0,0,0
Southern Illinois-Edwardsville,1188,2017,3,3,4,3,0,0,0
Southern Methodist,1374,2015,0,5,2,6,0,0,1
Southern Methodist,1374,2008,8,1,1,3,0,0,0
Southern Methodist,1374,2007,5,1,4,4,0,0,0
Southern Methodist,1374,2010,2,5,5,2,0,0,0
Southern Methodist,1374,2006,3,4,4,2,0,0,0
Southern Methodist,1374,2011,1,2,3,6,0,0,0
Southern Methodist,1374,2005,3,3,2,4,0,0,0
Southern Methodist,1374,2012,8,2,1,3,0,0,0
Southern Methodist,1374,2003,4,6,1,3,0,0,0
Southern Methodist,1374,2004,4,4,6,1,0,0,0
Southern Methodist,1374,2014,4,2,6,2,0,0,1
Southern Methodist,1374,2013,4,4,3,1,0,0,0
Southern Methodist,1374,2009,5,5,2,1,0,0,0
Southern Methodist,1374,2002,6,2,4,3,0,0,0
Southern Methodist,1374,2016,4,1,4,4,0,0,1
Southern Methodist,1374,2017,4,2,2,3,0,1,0
Southern Mississippi,1379,2005,0,1,9,4,0,0,1
Southern Mississippi,1379,2013,4,0,6,2,0,0,0
Southern Mississippi,1379,2004,0,4,5,4,0,0,0
Southern Mississippi,1379,2010,2,4,5,4,0,0,0
Southern Mississippi,1379,2009,3,3,5,2,0,0,0
Southern Mississippi,1379,2007,7,2,3,0,0,0,0
Southern Mississippi,1379,2016,3,2,4,2,0,0,0
Southern Mississippi,1379,2011,3,2,3,5,0,0,0
Southern Mississippi,1379,2008,6,5,2,2,0,0,0
Southern Mississippi,1379,2006,3,0,7,2,0,0,0
Southern Mississippi,1379,2014,1,2,5,4,0,0,0
Southern Mississippi,1379,2003,2,4,4,2,0,0,0
Southern Mississippi,1379,2015,5,1,6,1,0,0,0
Southern Mississippi,1379,2002,4,2,3,4,0,0,0
Southern Mississippi,1379,2012,2,1,5,5,0,0,0
Southern Mississippi,1379,2017,3,7,0,4,0,0,0
Southern Utah,1381,2014,6,3,3,2,0,0,0
Southern Utah,1381,2005,0,2,6,4,0,0,0
Southern Utah,1381,2009,4,1,6,3,0,0,0
Southern Utah,1381,2002,0,1,8,3,0,0,1
Southern Utah,1381,2011,1,5,5,1,0,0,0
Southern Utah,1381,2008,1,3,6,4,0,0,0
Southern Utah,1381,2016,3,1,6,4,0,0,0
Southern Utah,1381,2015,6,3,4,2,0,0,0
Southern Utah,1381,2013,4,3,3,5,0,0,0
Southern Utah,1381,2007,2,1,5,3,0,0,0
Southern Utah,1381,2010,6,3,1,3,0,0,0
Southern Utah,1381,2004,1,5,4,3,0,0,0
Southern Utah,1381,2006,3,0,6,4,0,0,0
Southern Utah,1381,2012,2,3,6,3,0,0,0
Southern Utah,1381,2003,2,0,5,4,0,0,1
Southern Utah,1381,2017,5,3,3,3,0,0,0
St. Bonaventure,1382,2003,2,6,2,3,0,0,0
St. Bonaventure,1382,2008,5,2,2,3,0,0,0
St. Bonaventure,1382,2005,5,2,2,4,0,0,0
St. Bonaventure,1382,2002,3,2,4,5,0,0,0
St. Bonaventure,1382,2010,4,4,3,2,0,1,0
St. Bonaventure,1382,2013,2,2,3,5,0,0,0
St. Bonaventure,1382,2004,4,1,6,1,0,0,0
St. Bonaventure,1382,2011,2,4,3,1,0,0,0
St. Bonaventure,1382,2007,3,2,6,3,0,0,0
St. Bonaventure,1382,2016,4,2,2,2,0,0,0
St. Bonaventure,1382,2006,2,3,4,3,0,0,0
St. Bonaventure,1382,2014,2,3,4,4,0,0,0
St. Bonaventure,1382,2009,2,3,5,2,0,0,0
St. Bonaventure,1382,2012,2,3,5,4,0,0,0
St. Bonaventure,1382,2015,5,1,3,4,0,0,0
St. Bonaventure,1382,2017,3,2,3,4,0,0,0
St. Francis (NY),1383,2005,4,4,2,4,0,0,0
St. Francis (NY),1383,2012,2,6,2,3,0,0,0
St. Francis (NY),1383,2014,3,3,5,3,0,0,0
St. Francis (NY),1383,2013,1,6,4,3,0,0,0
St. Francis (NY),1383,2006,2,4,4,4,0,0,0
St. Francis (NY),1383,2007,4,2,5,2,0,0,0
St. Francis (NY),1383,2015,2,1,5,4,0,0,0
St. Francis (NY),1383,2009,4,2,4,2,0,0,0
St. Francis (NY),1383,2016,4,3,1,6,0,0,0
St. Francis (NY),1383,2004,2,2,6,2,0,0,0
St. Francis (NY),1383,2002,2,1,4,3,0,0,0
St. Francis (NY),1383,2010,1,3,3,3,0,0,0
St. Francis (NY),1383,2008,2,4,3,4,0,0,0
St. Francis (NY),1383,2003,2,5,2,5,0,0,0
St. Francis (NY),1383,2011,3,3,3,3,0,0,0
St. Francis (NY),1383,2017,3,4,4,1,0,0,0
St. John's (NY),1385,2002,2,4,6,3,0,0,0
St. John's (NY),1385,2013,5,7,1,1,0,0,0
St. John's (NY),1385,2005,5,4,3,2,0,0,0
St. John's (NY),1385,2004,3,3,2,7,0,0,1
St. John's (NY),1385,2016,6,1,2,3,0,0,0
St. John's (NY),1385,2011,1,3,1,9,0,0,0
St. John's (NY),1385,2009,6,7,1,2,0,0,0
St. John's (NY),1385,2006,3,4,5,3,0,0,0
St. John's (NY),1385,2008,8,2,2,3,0,0,0
St. John's (NY),1385,2014,1,6,5,2,1,0,0
St. John's (NY),1385,2007,3,3,5,4,0,0,0
St. John's (NY),1385,2010,2,1,10,2,0,0,0
St. John's (NY),1385,2015,2,3,3,5,0,0,0
St. John's (NY),1385,2003,2,2,4,5,0,0,1
St. John's (NY),1385,2012,8,1,3,1,0,0,0
St. John's (NY),1385,2017,3,7,3,1,0,2,0
Stanford,1390,2004,3,5,3,3,0,0,1
Stanford,1390,2012,4,6,2,4,0,0,0
Stanford,1390,2003,4,4,4,2,0,0,1
Stanford,1390,2013,3,3,6,2,0,0,0
Stanford,1390,2002,4,5,3,2,0,0,2
Stanford,1390,2014,3,2,5,5,0,0,0
Stanford,1390,2015,4,2,3,5,0,0,1
Stanford,1390,2007,6,4,2,2,0,0,2
Stanford,1390,2008,1,4,4,3,0,0,2
Stanford,1390,2016,3,5,3,4,0,0,1
Stanford,1390,2006,4,3,1,5,0,0,0
Stanford,1390,2005,3,3,4,2,0,0,0
Stanford,1390,2009,5,1,5,4,0,0,0
Stanford,1390,2010,1,6,1,3,0,3,0
Stanford,1390,2011,9,1,5,0,0,0,0
Stanford,1390,2017,3,4,5,3,0,0,1
Stephen F. Austin,1372,2003,2,2,6,3,0,0,0
Stephen F. Austin,1372,2011,3,2,3,4,0,0,0
Stephen F. Austin,1372,2006,3,2,4,2,0,0,0
Stephen F. Austin,1372,2010,1,3,6,3,0,0,0
Stephen F. Austin,1372,2008,4,1,6,3,0,0,0
Stephen F. Austin,1372,2013,4,2,5,4,0,0,0
Stephen F. Austin,1372,2009,4,2,4,5,0,0,0
Stephen F. Austin,1372,2015,4,3,4,4,0,0,0
Stephen F. Austin,1372,2012,2,2,6,1,0,0,0
Stephen F. Austin,1372,2007,0,3,6,4,0,0,0
Stephen F. Austin,1372,2014,6,2,4,3,0,0,0
Stephen F. Austin,1372,2004,2,1,5,5,0,0,0
Stephen F. Austin,1372,2002,5,3,5,2,0,0,0
Stephen F. Austin,1372,2005,2,2,4,5,0,0,0
Stephen F. Austin,1372,2016,4,1,3,5,0,0,0
Stephen F. Austin,1372,2017,5,3,5,1,0,0,0
Stetson,1391,2016,6,4,2,0,0,0,0
Stetson,1391,2011,4,7,1,1,0,0,0
Stetson,1391,2004,2,4,2,4,0,0,0
Stetson,1391,2007,6,5,1,1,0,0,0
Stetson,1391,2014,4,3,2,4,0,0,0
Stetson,1391,2006,3,2,2,5,0,0,0
Stetson,1391,2009,0,3,4,4,0,0,0
Stetson,1391,2012,1,3,7,1,0,0,0
Stetson,1391,2003,6,1,4,3,0,0,0
Stetson,1391,2008,3,4,4,1,0,0,0
Stetson,1391,2013,4,1,4,4,0,0,0
Stetson,1391,2002,1,5,3,2,0,0,0
Stetson,1391,2010,5,0,4,4,0,1,0
Stetson,1391,2005,2,2,7,2,0,0,0
Stetson,1391,2015,6,3,1,1,0,0,0
Stetson,1391,2017,1,4,7,1,0,0,0
Stony Brook,1392,2014,4,4,1,4,0,0,0
Stony Brook,1392,2009,4,2,5,4,0,0,0
Stony Brook,1392,2007,5,5,4,3,0,0,0
Stony Brook,1392,2015,5,3,4,0,0,0,0
Stony Brook,1392,2008,2,3,5,3,0,0,0
Stony Brook,1392,2006,5,2,1,4,0,0,0
Stony Brook,1392,2012,0,4,5,4,0,0,0
Stony Brook,1392,2013,3,0,4,5,0,0,0
Stony Brook,1392,2003,2,4,5,3,0,0,0
Stony Brook,1392,2010,3,4,2,4,0,0,0
Stony Brook,1392,2002,2,6,3,1,0,0,0
Stony Brook,1392,2016,0,6,3,3,0,0,0
Stony Brook,1392,2011,4,4,4,1,0,0,0
Stony Brook,1392,2005,3,2,6,4,0,0,0
Stony Brook,1392,2004,3,3,4,4,0,0,0
Stony Brook,1392,2017,3,1,7,2,0,0,0
Syracuse,1393,2011,6,5,5,1,0,0,1
Syracuse,1393,2005,3,6,3,4,0,0,0
Syracuse,1393,2004,5,3,3,4,0,0,0
Syracuse,1393,2012,3,6,5,5,0,0,3
Syracuse,1393,2003,5,3,5,2,0,0,1
Syracuse,1393,2013,2,4,5,4,0,0,3
Syracuse,1393,2002,4,3,3,3,0,0,0
Syracuse,1393,2014,4,4,2,4,0,0,2
Syracuse,1393,2015,3,5,3,2,0,0,1
Syracuse,1393,2007,4,2,2,6,0,0,1
Syracuse,1393,2009,3,3,4,3,0,0,2
Syracuse,1393,2016,8,2,2,4,0,0,2
Syracuse,1393,2006,4,2,6,2,0,0,1
Syracuse,1393,2008,6,1,4,3,0,0,4
Syracuse,1393,2010,5,4,3,2,0,0,0
Syracuse,1393,2017,3,8,1,5,0,0,1
Temple,1396,2005,3,3,3,2,0,0,0
Temple,1396,2002,5,2,1,5,0,0,1
Temple,1396,2004,6,5,1,1,0,0,0
Temple,1396,2014,2,3,4,1,0,0,0
Temple,1396,2007,2,5,4,2,0,0,0
Temple,1396,2012,4,1,3,3,1,0,0
Temple,1396,2015,1,4,5,4,0,0,0
Temple,1396,2009,4,3,2,4,0,0,0
Temple,1396,2006,6,3,3,3,0,0,0
Temple,1396,2013,3,3,1,3,2,0,0
Temple,1396,2008,3,2,4,3,0,0,0
Temple,1396,2016,3,1,4,4,0,0,0
Temple,1396,2011,1,3,5,2,0,0,0
Temple,1396,2003,4,5,2,1,0,0,0
Temple,1396,2010,4,5,2,3,0,0,0
Temple,1396,2017,5,1,3,4,0,0,0
Tennessee,1397,2015,4,2,5,2,0,0,0
Tennessee,1397,2016,6,2,1,4,0,0,0
Tennessee,1397,2003,5,4,2,5,0,0,0
Tennessee,1397,2005,4,2,6,3,0,0,0
Tennessee,1397,2002,3,4,6,3,0,0,1
Tennessee,1397,2008,3,7,3,3,0,0,0
Tennessee,1397,2011,4,3,3,6,0,0,2
Tennessee,1397,2009,4,3,6,3,0,0,2
Tennessee,1397,2012,6,4,5,2,0,0,0
Tennessee,1397,2007,6,6,3,1,0,0,1
Tennessee,1397,2004,2,6,5,0,0,0,0
Tennessee,1397,2010,2,3,5,5,0,0,1
Tennessee,1397,2014,3,4,4,4,0,0,0
Tennessee,1397,2013,3,4,3,3,0,0,0
Tennessee,1397,2006,4,4,2,5,0,0,1
Tennessee,1397,2017,6,5,1,2,0,0,0
Tennessee State,1398,2004,3,2,4,3,0,0,0
Tennessee State,1398,2013,1,3,6,4,0,0,0
Tennessee State,1398,2003,4,2,4,4,0,0,0
Tennessee State,1398,2014,3,3,5,3,0,0,0
Tennessee State,1398,2005,3,2,3,4,0,0,0
Tennessee State,1398,2012,3,3,5,2,0,0,0
Tennessee State,1398,2006,3,2,5,2,0,0,0
Tennessee State,1398,2011,4,4,3,0,0,0,0
Tennessee State,1398,2002,2,3,5,3,0,0,0
Tennessee State,1398,2015,5,0,4,1,0,0,0
Tennessee State,1398,2007,3,2,4,3,0,0,0
Tennessee State,1398,2010,5,1,5,2,0,0,0
Tennessee State,1398,2016,3,1,3,7,0,0,0
Tennessee State,1398,2008,4,2,4,4,0,0,0
Tennessee State,1398,2009,4,3,3,3,0,0,0
Tennessee State,1398,2017,3,4,4,3,0,0,0
Tennessee Tech,1399,2011,3,4,6,2,0,0,0
Tennessee Tech,1399,2016,4,3,2,4,0,0,0
Tennessee Tech,1399,2015,3,2,4,3,0,0,0
Tennessee Tech,1399,2002,0,2,6,3,0,0,0
Tennessee Tech,1399,2012,2,2,2,6,0,0,0
Tennessee Tech,1399,2008,2,2,6,3,0,0,0
Tennessee Tech,1399,2006,4,3,4,3,0,0,0
Tennessee Tech,1399,2013,5,2,3,2,0,0,0
Tennessee Tech,1399,2009,8,0,2,3,0,0,0
Tennessee Tech,1399,2010,4,5,1,2,0,0,0
Tennessee Tech,1399,2003,2,1,4,6,0,0,0
Tennessee Tech,1399,2007,5,4,2,5,0,0,0
Tennessee Tech,1399,2004,3,2,2,4,0,0,0
Tennessee Tech,1399,2005,4,3,2,3,0,0,0
Tennessee Tech,1399,2014,2,3,6,3,0,0,0
Tennessee Tech,1399,2017,2,3,5,2,0,0,0
Tennessee-Martin,1404,2014,2,2,5,5,0,0,0
Tennessee-Martin,1404,2010,3,1,6,2,0,0,0
Tennessee-Martin,1404,2002,2,1,5,6,0,0,0
Tennessee-Martin,1404,2016,2,1,7,4,0,0,0
Tennessee-Martin,1404,2011,6,2,1,4,0,0,0
Tennessee-Martin,1404,2004,5,3,4,2,0,0,0
Tennessee-Martin,1404,2015,4,1,5,4,0,0,0
Tennessee-Martin,1404,2013,3,4,5,1,0,0,0
Tennessee-Martin,1404,2005,2,2,7,3,0,0,0
Tennessee-Martin,1404,2008,6,2,4,1,0,0,0
Tennessee-Martin,1404,2006,2,2,5,6,0,0,0
Tennessee-Martin,1404,2003,2,4,5,4,0,0,0
Tennessee-Martin,1404,2009,2,5,4,3,0,0,0
Tennessee-Martin,1404,2007,3,3,2,6,0,0,0
Tennessee-Martin,1404,2012,4,5,4,1,0,0,0
Tennessee-Martin,1404,2017,1,3,4,5,0,0,0
Texas,1400,2013,7,5,0,2,0,0,2
Texas,1400,2007,7,2,2,1,0,0,2
Texas,1400,2003,2,3,5,3,0,0,3
Texas,1400,2014,5,6,2,0,0,0,1
Texas,1400,2015,2,5,6,3,0,0,2
Texas,1400,2005,6,1,2,3,0,0,4
Texas,1400,2016,5,4,6,0,0,0,1
Texas,1400,2004,2,2,4,5,0,0,2
Texas,1400,2012,6,0,3,2,0,0,1
Texas,1400,2006,2,5,2,2,0,0,4
Texas,1400,2011,3,4,1,4,0,0,3
Texas,1400,2010,6,2,5,3,0,0,2
Texas,1400,2008,3,5,2,2,0,0,1
Texas,1400,2002,3,5,3,2,0,0,2
Texas,1400,2009,1,5,4,2,0,0,0
Texas,1400,2017,4,3,2,4,0,0,2
Texas A&M,1401,2010,4,2,5,5,0,0,0
Texas A&M,1401,2005,6,4,4,2,0,0,1
Texas A&M,1401,2013,3,4,4,3,0,0,0
Texas A&M,1401,2015,5,4,6,2,0,0,0
Texas A&M,1401,2007,6,3,4,6,0,0,0
Texas A&M,1401,2012,4,3,4,5,0,0,0
Texas A&M,1401,2011,3,3,5,5,0,0,0
Texas A&M,1401,2004,4,3,1,6,0,0,0
Texas A&M,1401,2006,5,4,7,3,0,0,1
Texas A&M,1401,2014,5,3,4,3,0,0,0
Texas A&M,1401,2003,2,0,8,4,0,0,0
Texas A&M,1401,2008,8,5,2,3,0,0,0
Texas A&M,1401,2002,2,7,5,1,0,0,0
Texas A&M,1401,2009,3,7,5,2,0,0,0
Texas A&M,1401,2016,7,1,1,6,0,0,0
Texas A&M,1401,2017,4,8,1,2,0,0,0
Texas A&M-Corpus Christi,1394,2010,2,3,4,5,0,0,0
Texas A&M-Corpus Christi,1394,2016,1,3,3,8,0,0,0
Texas A&M-Corpus Christi,1394,2007,3,3,4,7,0,0,0
Texas A&M-Corpus Christi,1394,2015,4,3,7,2,0,0,0
Texas A&M-Corpus Christi,1394,2013,4,4,5,0,0,0,0
Texas A&M-Corpus Christi,1394,2014,2,5,3,3,0,2,0
Texas A&M-Corpus Christi,1394,2005,3,4,2,3,0,0,1
Texas A&M-Corpus Christi,1394,2008,8,1,4,2,0,0,0
Texas A&M-Corpus Christi,1394,2011,4,2,4,4,0,0,0
Texas A&M-Corpus Christi,1394,2012,6,3,3,1,0,0,0
Texas A&M-Corpus Christi,1394,2009,4,5,5,1,0,0,0
Texas A&M-Corpus Christi,1394,2003,1,4,5,2,0,0,0
Texas A&M-Corpus Christi,1394,2004,3,2,6,4,0,0,1
Texas A&M-Corpus Christi,1394,2006,3,3,9,1,0,0,1
Texas A&M-Corpus Christi,1394,2017,7,0,3,3,0,1,0
Texas Christian,1395,2009,4,0,5,2,0,0,0
Texas Christian,1395,2014,4,4,2,2,0,0,0
Texas Christian,1395,2013,3,3,3,4,0,0,0
Texas Christian,1395,2016,2,4,4,1,0,0,0
Texas Christian,1395,2011,4,3,6,2,0,0,0
Texas Christian,1395,2010,3,5,2,3,0,0,0
Texas Christian,1395,2008,2,5,3,4,0,0,0
Texas Christian,1395,2006,3,2,5,4,0,0,0
Texas Christian,1395,2004,4,2,5,2,0,0,0
Texas Christian,1395,2012,2,3,5,3,0,0,0
Texas Christian,1395,2005,2,4,3,6,0,0,0
Texas Christian,1395,2007,7,1,5,3,0,0,0
Texas Christian,1395,2003,4,4,2,3,0,0,0
Texas Christian,1395,2015,3,6,3,3,0,0,0
Texas Christian,1395,2002,4,1,5,2,0,0,0
Texas Christian,1395,2017,3,2,5,4,0,0,0
Texas Southern,1411,2009,4,0,2,9,0,0,0
Texas Southern,1411,2008,5,1,7,3,0,0,0
Texas Southern,1411,2010,4,1,6,4,0,0,0
Texas Southern,1411,2007,3,3,4,5,0,0,0
Texas Southern,1411,2011,2,2,3,5,0,0,0
Texas Southern,1411,2006,5,3,5,3,0,0,0
Texas Southern,1411,2016,3,0,4,7,0,0,1
Texas Southern,1411,2012,3,2,3,5,0,0,0
Texas Southern,1411,2005,4,4,4,3,0,0,0
Texas Southern,1411,2014,6,0,3,7,0,0,0
Texas Southern,1411,2013,2,1,3,3,1,0,0
Texas Southern,1411,2003,5,3,5,2,0,0,0
Texas Southern,1411,2004,4,2,5,4,0,0,0
Texas Southern,1411,2015,2,2,5,4,0,0,1
Texas Southern,1411,2002,4,5,3,2,0,0,0
Texas Southern,1411,2017,1,2,6,5,0,0,0
Texas State,1402,2008,4,1,4,4,0,0,0
Texas State,1402,2012,6,1,4,4,0,0,0
Texas State,1402,2015,3,4,4,3,0,0,0
Texas State,1402,2016,4,2,5,3,0,0,1
Texas State,1402,2003,3,1,4,5,0,0,0
Texas State,1402,2014,4,2,3,5,0,0,0
Texas State,1402,2004,1,4,5,3,0,0,0
Texas State,1402,2005,3,0,7,4,0,0,0
Texas State,1402,2007,3,2,7,2,0,0,0
Texas State,1402,2006,6,0,2,3,0,0,0
Texas State,1402,2011,2,3,3,7,0,0,0
Texas State,1402,2009,3,4,3,4,0,0,0
Texas State,1402,2013,1,5,5,3,0,0,0
Texas State,1402,2002,1,0,7,6,0,0,0
Texas State,1402,2010,1,3,6,2,0,0,0
Texas State,1402,2017,4,2,3,4,0,0,0
Texas Tech,1403,2007,1,5,5,5,0,0,0
Texas Tech,1403,2006,6,1,6,0,0,0,0
Texas Tech,1403,2010,1,2,7,2,0,0,0
Texas Tech,1403,2005,3,6,0,3,0,0,0
Texas Tech,1403,2011,4,1,2,6,0,0,0
Texas Tech,1403,2003,2,3,3,4,0,0,0
Texas Tech,1403,2004,5,1,4,3,0,0,0
Texas Tech,1403,2012,7,3,1,1,0,0,0
Texas Tech,1403,2009,3,4,3,5,0,0,0
Texas Tech,1403,2002,4,3,3,3,0,0,0
Texas Tech,1403,2014,4,2,4,1,3,0,0
Texas Tech,1403,2013,3,4,5,1,0,0,0
Texas Tech,1403,2008,3,2,5,4,0,0,0
Texas Tech,1403,2015,5,4,3,3,0,0,0
Texas Tech,1403,2016,4,6,3,2,0,0,0
Texas Tech,1403,2017,0,0,6,6,0,0,0
Texas-Arlington,1426,2010,2,4,1,6,0,0,0
Texas-Arlington,1426,2007,4,4,3,0,0,0,0
Texas-Arlington,1426,2005,5,2,5,1,0,0,0
Texas-Arlington,1426,2011,5,4,3,1,0,0,0
Texas-Arlington,1426,2006,4,5,0,5,0,0,0
Texas-Arlington,1426,2012,0,4,5,3,0,0,0
Texas-Arlington,1426,2014,2,1,6,4,0,0,0
Texas-Arlington,1426,2013,3,1,4,4,0,0,0
Texas-Arlington,1426,2004,2,5,1,4,0,0,0
Texas-Arlington,1426,2015,5,3,2,4,0,0,0
Texas-Arlington,1426,2003,4,2,4,3,0,0,0
Texas-Arlington,1426,2009,4,2,6,2,0,0,0
Texas-Arlington,1426,2002,1,4,4,3,0,0,0
